iter	Passed	Remaining
562	998	774
563	1000	773
564	1002	771
565	1006	771
566	1008	770
567	1010	768
568	1012	766
569	1013	764
570	1014	762
571	1016	760
572	1019	759
573	1020	757
574	1022	755
575	1023	753
576	1025	751
577	1027	749
578	1029	748
579	1031	747
580	1036	747
581	1038	745
582	1040	744
583	1042	742
584	1043	740
585	1045	738
586	1046	736
587	1051	736
588	1056	736
589	1058	735
590	1059	733
591	1061	731
592	1064	730
593	1066	728
594	1067	726
595	1068	724
596	1070	722
597	1072	720
598	1074	719
599	1076	717
600	1081	718
601	1083	716
602	1085	714
603	1086	712
604	1088	710
605	1089	708
606	1090	706
607	1093	705
608	1095	703
609	1096	701
610	1097	698
611	1099	696
612	1100	694
613	1101	692
614	1103	690
615	1105	688
616	1107	687
617	1109	685
618	1111	683
619	1112	681
620	1114	679
621	1115	677
622	1117	675
623	1118	674
624	1120	672
625	1123	671
626	1126	670
627	1128	668
628	1131	667
629	1133	665
630	1134	663
631	1137	662
632	1139	660
633	1140	658
634	1141	656
635	1142	654
636	1144	652
637	1145	650
638	1147	648
639	1148	645
640	1149	643
641	1152	642
642	1153	640
643	1154	638
644	1156	636
645	1157	634
646	1159	632
647	1160	630
648	1162	628
649	1166	627
650	1168	626
651	1169	624
652	1170	622
653	1171	619
654	1173	617
655	1174	615
656	1175	613
657	1176	611
658	1177	609
659	1181	608
660	1183	606
661	1184	604
662	1185	602
663	1186	600
664	1188	598
665	1189	596
666	1190	594
667	1191	592
668	1193	590
669	1194	588
670	1196	586
671	1198	584
672	1203	584
673	1205	583
674	1206	580
675	1208	579
676	1209	577
677	1210	575
678	1212	573
679	1213	571
680	1215	569
681	1220	568
682	1221	567
683	1223	565
684	1224	563
685	1226	561
686	1227	559
687	1229	557
688	1231	555
689	1233	554
690	1236	552
691	1237	550
692	1239	548
693	1240	546
694	1242	545
695	1243	543
696	1244	541
697	1246	539
698	1247	537
699	1249	535
700	1250	533
701	1251	531
702	1253	529
703	1254	527
704	1255	525
705	1259	524
706	1260	522
707	1262	520
708	1263	518
709	1266	517
710	1268	515
711	1270	513
712	1275	513
713	1277	511
714	1278	509
715	1279	507
716	1281	505
717	1282	503
718	1283	501
719	1285	499
720	1288	498
721	1289	496
722	1291	494
723	1292	492
724	1293	490
725	1295	488
726	1297	487
727	1298	485
728	1299	483
729	1302	481
730	1303	479
731	1305	477
732	1306	475
733	1308	474
734	1309	472
735	1310	470
736	1312	468
737	1313	466
738	1316	465
739	1319	463
740	1320	461
741	1321	459
742	1323	457
743	1324	455
744	1326	453
745	1327	451
746	1328	450
747	1331	448
748	1333	446
749	1334	444
750	1335	442
751	1337	440
752	1338	438
753	1339	437
754	1340	435
755	1342	433
756	1343	431
757	1346	429
758	1347	427
759	1348	425
760	1350	424
761	1351	422
762	1352	420
763	1353	418
764	1355	416
765	1356	414
766	1357	412
767	1360	411
768	1362	409
769	1363	407
770	1364	405
771	1366	403
772	1367	401
773	1368	399
774	1369	397
775	1370	395
776	1372	393
777	1374	392
778	1376	390
779	1377	388
780	1378	386
781	1380	384
782	1381	382
783	1382	380
784	1383	378
785	1384	377
786	1386	375
787	1388	373
788	1390	371
789	1391	369
790	1393	368
791	1394	366
792	1395	364
793	1396	362
794	1398	360
795	1399	358
796	1400	356
797	1403	355
798	1405	353
799	1406	351
800	1407	349
801	1409	347
802	1410	345
803	1411	344
804	1412	342
805	1413	340
806	1415	338
807	1418	336
808	1419	335
809	1421	333
810	1422	331
811	1423	329
812	1425	327
813	1426	325
814	1427	324
815	1428	322
816	1430	320
817	1432	318
818	1434	316
819	1435	315
820	1436	313
821	1437	311
822	1439	309
823	1440	307
824	1441	305
825	1442	303
826	1444	302
827	1447	300
828	1448	298
829	1449	296
830	1450	295
831	1452	293
832	1453	291
833	1454	289
834	1455	287
835	1457	285
836	1458	283
837	1461	282
838	1462	280
839	1463	278
840	1465	277
841	1466	275
842	1468	273
843	1469	271
844	1470	269
845	1471	267
846	1472	266
847	1475	264
848	1477	262
849	1478	260
850	1479	259
851	1481	257
852	1482	255
853	1483	253
854	1484	251
855	1485	249
856	1487	248
857	1490	246
858	1491	244
859	1493	243
860	1494	241
861	1495	239
862	1496	237
863	1498	235
864	1499	234
865	1500	232
866	1501	230
867	1504	228
868	1506	227
869	1507	225
870	1508	223
871	1510	221
872	1511	219
873	1513	218
874	1514	216
875	1515	214
876	1516	212
877	1518	211
878	1520	209
879	1521	207
880	1522	205
881	1524	203
882	1525	202
883	1527	200
884	1528	198
885	1530	196
886	1533	195
887	1534	193
888	1535	191
889	1537	189
890	1538	188
891	1539	186
892	1540	184
893	1542	182
894	1543	181
895	1544	179
896	1547	177
897	1548	175
898	1549	174
899	1551	172
900	1552	170
901	1553	168
902	1554	167
903	1555	165
904	1557	163
905	1558	161
906	1560	159
907	1562	158
908	1563	156
909	1565	154
910	1566	153
911	1567	151
912	1568	149
913	1569	147
914	1571	145
915	1572	144
916	1573	142
917	1576	140
918	1577	139
919	1579	137
920	1580	135
921	1581	133
922	1582	132
923	1583	130
924	1585	128
925	1586	126
926	1587	125
927	1590	123
928	1592	121
929	1593	119
930	1594	118
931	1595	116
932	1597	114
933	1598	112
934	1599	111
935	1600	109
936	1602	107
937	1605	106
938	1607	104
939	1608	102
940	1610	100
941	1611	99
942	1612	97
943	1614	95
944	1615	94
945	1616	92
946	1619	90
947	1620	88
948	1622	87
949	1623	85
950	1624	83
951	1626	81
952	1627	80
953	1628	78
954	1629	76
955	1631	75
956	1634	73
957	1635	71
958	1637	69
959	1638	68
960	1639	66
961	1641	64
962	1642	63
963	1643	61
964	1644	59
965	1645	57
966	1649	56
967	1650	54
968	1652	52
969	1653	51
970	1654	49
971	1656	47
972	1657	45
973	1658	44
974	1659	42
975	1663	40
976	1664	39
977	1666	37
978	1667	35
979	1668	34
980	1670	32
981	1671	30
982	1672	28
983	1673	27
984	1675	25
985	1677	23
986	1678	22
987	1680	20
988	1681	18
989	1683	17
990	1684	15
991	1685	13
992	1686	11
993	1688	10
994	1691	8
995	1692	6
996	1694	5
997	1695	3
998	1696	1
999	1698	0
